index,MOF,node 1,node 2,edge,topo,UG,UG_five_level
12608,sym_3_on_0_sym_8_mc_8_L_1,sym_3_on_0,sym_8_mc_8,L_1,the,7.232,Bad
12619,sym_3_on_0_sym_8_mc_8_L_2,sym_3_on_0,sym_8_mc_8,L_2,the,7.92,Bad
12630,sym_3_on_0_sym_8_mc_8_L_3,sym_3_on_0,sym_8_mc_8,L_3,the,8.584,Bad
12639,sym_3_on_0_sym_8_mc_8_L_4,sym_3_on_0,sym_8_mc_8,L_4,the,8.618,Bad
12640,sym_3_on_0_sym_8_mc_8_L_5,sym_3_on_0,sym_8_mc_8,L_5,the,8.146,Bad
12641,sym_3_on_0_sym_8_mc_8_L_6,sym_3_on_0,sym_8_mc_8,L_6,the,8.438,Bad
12642,sym_3_on_0_sym_8_mc_8_L_7,sym_3_on_0,sym_8_mc_8,L_7,the,7.636,Bad
12643,sym_3_on_0_sym_8_mc_8_L_8,sym_3_on_0,sym_8_mc_8,L_8,the,7.974,Bad
12644,sym_3_on_0_sym_8_mc_8_L_9,sym_3_on_0,sym_8_mc_8,L_9,the,7.846,Bad
12645,sym_3_on_0_sym_8_mc_9__,sym_3_on_0,sym_8_mc_9,,the,0.816,Bad
12646,sym_3_on_0_sym_8_mc_9_L_10,sym_3_on_0,sym_8_mc_9,L_10,the,5.462,Bad
12647,sym_3_on_0_sym_8_mc_9_L_11,sym_3_on_0,sym_8_mc_9,L_11,the,5.212,Bad
12648,sym_3_on_0_sym_8_mc_9_L_12,sym_3_on_0,sym_8_mc_9,L_12,the,6.472,Bad
12649,sym_3_on_0_sym_8_mc_9_L_13,sym_3_on_0,sym_8_mc_9,L_13,the,6.102,Bad
12650,sym_3_on_0_sym_8_mc_9_L_14,sym_3_on_0,sym_8_mc_9,L_14,the,7.671,Bad
12651,sym_3_on_0_sym_8_mc_9_L_15,sym_3_on_0,sym_8_mc_9,L_15,the,7.566,Bad
12652,sym_3_on_0_sym_8_mc_9_L_16,sym_3_on_0,sym_8_mc_9,L_16,the,9.411,Bad
12653,sym_3_on_0_sym_8_mc_9_L_17,sym_3_on_0,sym_8_mc_9,L_17,the,9.599,Bad
12654,sym_3_on_0_sym_8_mc_9_L_18,sym_3_on_0,sym_8_mc_9,L_18,the,9.082,Bad
12656,sym_3_on_0_sym_8_mc_9_L_1,sym_3_on_0,sym_8_mc_9,L_1,the,3.514,Bad
12667,sym_3_on_0_sym_8_mc_9_L_2,sym_3_on_0,sym_8_mc_9,L_2,the,3.738,Bad
12678,sym_3_on_0_sym_8_mc_9_L_3,sym_3_on_0,sym_8_mc_9,L_3,the,4.703,Bad
12687,sym_3_on_0_sym_8_mc_9_L_4,sym_3_on_0,sym_8_mc_9,L_4,the,5.034,Bad
12688,sym_3_on_0_sym_8_mc_9_L_5,sym_3_on_0,sym_8_mc_9,L_5,the,4.871,Bad
12689,sym_3_on_0_sym_8_mc_9_L_6,sym_3_on_0,sym_8_mc_9,L_6,the,5.07,Bad
12690,sym_3_on_0_sym_8_mc_9_L_7,sym_3_on_0,sym_8_mc_9,L_7,the,5.149,Bad
12691,sym_3_on_0_sym_8_mc_9_L_8,sym_3_on_0,sym_8_mc_9,L_8,the,5.11,Bad
12692,sym_3_on_0_sym_8_mc_9_L_9,sym_3_on_0,sym_8_mc_9,L_9,the,5.018,Bad
577,sym_3_on_0_sym_4_mc_1_L_21,sym_3_on_0,sym_4_mc_1,L_21,bor,28.735,Excellent
579,sym_3_on_0_sym_4_mc_1_L_23,sym_3_on_0,sym_4_mc_1,L_23,bor,25.947,Excellent
580,sym_3_on_0_sym_4_mc_1_L_24,sym_3_on_0,sym_4_mc_1,L_24,bor,27.499,Excellent
581,sym_3_on_0_sym_4_mc_1_L_25,sym_3_on_0,sym_4_mc_1,L_25,bor,27.129,Excellent
583,sym_3_on_0_sym_4_mc_1_L_27,sym_3_on_0,sym_4_mc_1,L_27,bor,30.536,Excellent
585,sym_3_on_0_sym_4_mc_1_L_29,sym_3_on_0,sym_4_mc_1,L_29,bor,30.058,Excellent
587,sym_3_on_0_sym_4_mc_1_L_30,sym_3_on_0,sym_4_mc_1,L_30,bor,29.181,Excellent
588,sym_3_on_0_sym_4_mc_1_L_31,sym_3_on_0,sym_4_mc_1,L_31,bor,25.917,Excellent
589,sym_3_on_0_sym_4_mc_1_L_32,sym_3_on_0,sym_4_mc_1,L_32,bor,28.882,Excellent
590,sym_3_on_0_sym_4_mc_1_L_33,sym_3_on_0,sym_4_mc_1,L_33,bor,29.223,Excellent
591,sym_3_on_0_sym_4_mc_1_L_34,sym_3_on_0,sym_4_mc_1,L_34,bor,31.429,Excellent
592,sym_3_on_0_sym_4_mc_1_L_35,sym_3_on_0,sym_4_mc_1,L_35,bor,30.707,Excellent
593,sym_3_on_0_sym_4_mc_1_L_36,sym_3_on_0,sym_4_mc_1,L_36,bor,29.748,Excellent
594,sym_3_on_0_sym_4_mc_1_L_37,sym_3_on_0,sym_4_mc_1,L_37,bor,32.54,Excellent
595,sym_3_on_0_sym_4_mc_1_L_38,sym_3_on_0,sym_4_mc_1,L_38,bor,31.508,Excellent
596,sym_3_on_0_sym_4_mc_1_L_39,sym_3_on_0,sym_4_mc_1,L_39,bor,33.353,Excellent
598,sym_3_on_0_sym_4_mc_1_L_40,sym_3_on_0,sym_4_mc_1,L_40,bor,32.529,Excellent
599,sym_3_on_0_sym_4_mc_1_L_41,sym_3_on_0,sym_4_mc_1,L_41,bor,34.294,Excellent
600,sym_3_on_0_sym_4_mc_1_L_42,sym_3_on_0,sym_4_mc_1,L_42,bor,32.202,Excellent
601,sym_3_on_0_sym_4_mc_1_L_43,sym_3_on_0,sym_4_mc_1,L_43,bor,36.471,Excellent
602,sym_3_on_0_sym_4_mc_1_L_44,sym_3_on_0,sym_4_mc_1,L_44,bor,35.427,Excellent
603,sym_3_on_0_sym_4_mc_1_L_45,sym_3_on_0,sym_4_mc_1,L_45,bor,33.531,Excellent
604,sym_3_on_0_sym_4_mc_1_L_46,sym_3_on_0,sym_4_mc_1,L_46,bor,40.983,Excellent
605,sym_3_on_0_sym_4_mc_1_L_47,sym_3_on_0,sym_4_mc_1,L_47,bor,39.66,Excellent
1709,sym_3_on_0_sym_4_mc_1_L_21,sym_3_on_0,sym_4_mc_1,L_21,ctn,26.755,Excellent
1712,sym_3_on_0_sym_4_mc_1_L_24,sym_3_on_0,sym_4_mc_1,L_24,ctn,26.213,Excellent
1715,sym_3_on_0_sym_4_mc_1_L_27,sym_3_on_0,sym_4_mc_1,L_27,ctn,29.118,Excellent
1717,sym_3_on_0_sym_4_mc_1_L_29,sym_3_on_0,sym_4_mc_1,L_29,ctn,29.203,Excellent
1719,sym_3_on_0_sym_4_mc_1_L_30,sym_3_on_0,sym_4_mc_1,L_30,ctn,27.629,Excellent
1721,sym_3_on_0_sym_4_mc_1_L_32,sym_3_on_0,sym_4_mc_1,L_32,ctn,27.808,Excellent
1722,sym_3_on_0_sym_4_mc_1_L_33,sym_3_on_0,sym_4_mc_1,L_33,ctn,27.617,Excellent
1723,sym_3_on_0_sym_4_mc_1_L_34,sym_3_on_0,sym_4_mc_1,L_34,ctn,30.238,Excellent
1724,sym_3_on_0_sym_4_mc_1_L_35,sym_3_on_0,sym_4_mc_1,L_35,ctn,29.035,Excellent
1725,sym_3_on_0_sym_4_mc_1_L_36,sym_3_on_0,sym_4_mc_1,L_36,ctn,28.423,Excellent
1726,sym_3_on_0_sym_4_mc_1_L_37,sym_3_on_0,sym_4_mc_1,L_37,ctn,30.991,Excellent
1727,sym_3_on_0_sym_4_mc_1_L_38,sym_3_on_0,sym_4_mc_1,L_38,ctn,30.38,Excellent
1728,sym_3_on_0_sym_4_mc_1_L_39,sym_3_on_0,sym_4_mc_1,L_39,ctn,31.712,Excellent
1730,sym_3_on_0_sym_4_mc_1_L_40,sym_3_on_0,sym_4_mc_1,L_40,ctn,30.752,Excellent
1731,sym_3_on_0_sym_4_mc_1_L_41,sym_3_on_0,sym_4_mc_1,L_41,ctn,32.781,Excellent
1732,sym_3_on_0_sym_4_mc_1_L_42,sym_3_on_0,sym_4_mc_1,L_42,ctn,30.556,Excellent
1733,sym_3_on_0_sym_4_mc_1_L_43,sym_3_on_0,sym_4_mc_1,L_43,ctn,34.691,Excellent
1734,sym_3_on_0_sym_4_mc_1_L_44,sym_3_on_0,sym_4_mc_1,L_44,ctn,33.851,Excellent
1735,sym_3_on_0_sym_4_mc_1_L_45,sym_3_on_0,sym_4_mc_1,L_45,ctn,32.048,Excellent
1736,sym_3_on_0_sym_4_mc_1_L_46,sym_3_on_0,sym_4_mc_1,L_46,ctn,39.166,Excellent
1737,sym_3_on_0_sym_4_mc_1_L_47,sym_3_on_0,sym_4_mc_1,L_47,ctn,38.271,Excellent
1946,_sym_4_mc_1_sym_4_mc_1_L_19,sym_4_mc_1,sym_4_mc_1,L_19,dia,27.489,Excellent
1948,_sym_4_mc_1_sym_4_mc_1_L_20,sym_4_mc_1,sym_4_mc_1,L_20,dia,27.369,Excellent
1949,_sym_4_mc_1_sym_4_mc_1_L_21,sym_4_mc_1,sym_4_mc_1,L_21,dia,28.951,Excellent
1950,_sym_4_mc_1_sym_4_mc_1_L_22,sym_4_mc_1,sym_4_mc_1,L_22,dia,26.897,Excellent
1951,_sym_4_mc_1_sym_4_mc_1_L_23,sym_4_mc_1,sym_4_mc_1,L_23,dia,28.246,Excellent
1952,_sym_4_mc_1_sym_4_mc_1_L_24,sym_4_mc_1,sym_4_mc_1,L_24,dia,29.162,Excellent
1953,_sym_4_mc_1_sym_4_mc_1_L_25,sym_4_mc_1,sym_4_mc_1,L_25,dia,28.718,Excellent
1954,_sym_4_mc_1_sym_4_mc_1_L_26,sym_4_mc_1,sym_4_mc_1,L_26,dia,27.379,Excellent
1955,_sym_4_mc_1_sym_4_mc_1_L_27,sym_4_mc_1,sym_4_mc_1,L_27,dia,31.591,Excellent
1956,_sym_4_mc_1_sym_4_mc_1_L_28,sym_4_mc_1,sym_4_mc_1,L_28,dia,28.078,Excellent
1957,_sym_4_mc_1_sym_4_mc_1_L_29,sym_4_mc_1,sym_4_mc_1,L_29,dia,31.286,Excellent
1959,_sym_4_mc_1_sym_4_mc_1_L_30,sym_4_mc_1,sym_4_mc_1,L_30,dia,30.225,Excellent
1960,_sym_4_mc_1_sym_4_mc_1_L_31,sym_4_mc_1,sym_4_mc_1,L_31,dia,28.334,Excellent
1961,_sym_4_mc_1_sym_4_mc_1_L_32,sym_4_mc_1,sym_4_mc_1,L_32,dia,31.157,Excellent
1962,_sym_4_mc_1_sym_4_mc_1_L_33,sym_4_mc_1,sym_4_mc_1,L_33,dia,30.946,Excellent
1963,_sym_4_mc_1_sym_4_mc_1_L_34,sym_4_mc_1,sym_4_mc_1,L_34,dia,33.13,Excellent
1964,_sym_4_mc_1_sym_4_mc_1_L_35,sym_4_mc_1,sym_4_mc_1,L_35,dia,31.96,Excellent
1965,_sym_4_mc_1_sym_4_mc_1_L_36,sym_4_mc_1,sym_4_mc_1,L_36,dia,31.271,Excellent
1966,_sym_4_mc_1_sym_4_mc_1_L_37,sym_4_mc_1,sym_4_mc_1,L_37,dia,33.091,Excellent
1967,_sym_4_mc_1_sym_4_mc_1_L_38,sym_4_mc_1,sym_4_mc_1,L_38,dia,33.058,Excellent
1968,_sym_4_mc_1_sym_4_mc_1_L_39,sym_4_mc_1,sym_4_mc_1,L_39,dia,33.887,Excellent
1970,_sym_4_mc_1_sym_4_mc_1_L_40,sym_4_mc_1,sym_4_mc_1,L_40,dia,33.01,Excellent
1971,_sym_4_mc_1_sym_4_mc_1_L_41,sym_4_mc_1,sym_4_mc_1,L_41,dia,34.681,Excellent
1972,_sym_4_mc_1_sym_4_mc_1_L_42,sym_4_mc_1,sym_4_mc_1,L_42,dia,32.952,Excellent
1973,_sym_4_mc_1_sym_4_mc_1_L_43,sym_4_mc_1,sym_4_mc_1,L_43,dia,36.535,Excellent
1974,_sym_4_mc_1_sym_4_mc_1_L_44,sym_4_mc_1,sym_4_mc_1,L_44,dia,35.824,Excellent
1975,_sym_4_mc_1_sym_4_mc_1_L_45,sym_4_mc_1,sym_4_mc_1,L_45,dia,33.983,Excellent
1976,_sym_4_mc_1_sym_4_mc_1_L_46,sym_4_mc_1,sym_4_mc_1,L_46,dia,39.896,Excellent
1977,_sym_4_mc_1_sym_4_mc_1_L_47,sym_4_mc_1,sym_4_mc_1,L_47,dia,39.937,Excellent
2000,_sym_4_mc_1_sym_4_on_14_L_27,sym_4_mc_1,sym_4_on_14,L_27,dia,25.963,Excellent
2006,_sym_4_mc_1_sym_4_on_14_L_34,sym_4_mc_1,sym_4_on_14,L_34,dia,26.955,Excellent
2009,_sym_4_mc_1_sym_4_on_14_L_37,sym_4_mc_1,sym_4_on_14,L_37,dia,27.298,Excellent
2010,_sym_4_mc_1_sym_4_on_14_L_38,sym_4_mc_1,sym_4_on_14,L_38,dia,26.677,Excellent
2011,_sym_4_mc_1_sym_4_on_14_L_39,sym_4_mc_1,sym_4_on_14,L_39,dia,27.542,Excellent
2013,_sym_4_mc_1_sym_4_on_14_L_40,sym_4_mc_1,sym_4_on_14,L_40,dia,26.351,Excellent
2014,_sym_4_mc_1_sym_4_on_14_L_41,sym_4_mc_1,sym_4_on_14,L_41,dia,28.362,Excellent
2015,_sym_4_mc_1_sym_4_on_14_L_42,sym_4_mc_1,sym_4_on_14,L_42,dia,26.547,Excellent
2016,_sym_4_mc_1_sym_4_on_14_L_43,sym_4_mc_1,sym_4_on_14,L_43,dia,29.933,Excellent
2017,_sym_4_mc_1_sym_4_on_14_L_44,sym_4_mc_1,sym_4_on_14,L_44,dia,29.201,Excellent
2018,_sym_4_mc_1_sym_4_on_14_L_45,sym_4_mc_1,sym_4_on_14,L_45,dia,27.29,Excellent
2019,_sym_4_mc_1_sym_4_on_14_L_46,sym_4_mc_1,sym_4_on_14,L_46,dia,33.885,Excellent
2020,_sym_4_mc_1_sym_4_on_14_L_47,sym_4_mc_1,sym_4_on_14,L_47,dia,34.151,Excellent
2053,_sym_4_mc_1_sym_4_on_6_L_34,sym_4_mc_1,sym_4_on_6,L_34,dia,26.241,Excellent
2056,_sym_4_mc_1_sym_4_on_6_L_37,sym_4_mc_1,sym_4_on_6,L_37,dia,26.35,Excellent
2057,_sym_4_mc_1_sym_4_on_6_L_38,sym_4_mc_1,sym_4_on_6,L_38,dia,25.929,Excellent
2058,_sym_4_mc_1_sym_4_on_6_L_39,sym_4_mc_1,sym_4_on_6,L_39,dia,26.852,Excellent
2060,_sym_4_mc_1_sym_4_on_6_L_40,sym_4_mc_1,sym_4_on_6,L_40,dia,25.957,Excellent
2061,_sym_4_mc_1_sym_4_on_6_L_41,sym_4_mc_1,sym_4_on_6,L_41,dia,27.731,Excellent
2063,_sym_4_mc_1_sym_4_on_6_L_43,sym_4_mc_1,sym_4_on_6,L_43,dia,29.503,Excellent
2064,_sym_4_mc_1_sym_4_on_6_L_44,sym_4_mc_1,sym_4_on_6,L_44,dia,28.511,Excellent
2065,_sym_4_mc_1_sym_4_on_6_L_45,sym_4_mc_1,sym_4_on_6,L_45,dia,26.653,Excellent
2066,_sym_4_mc_1_sym_4_on_6_L_46,sym_4_mc_1,sym_4_on_6,L_46,dia,33.533,Excellent
2067,_sym_4_mc_1_sym_4_on_6_L_47,sym_4_mc_1,sym_4_on_6,L_47,dia,33.403,Excellent
2093,_sym_4_mc_1_sym_4_on_7_L_27,sym_4_mc_1,sym_4_on_7,L_27,dia,27.483,Excellent
2095,_sym_4_mc_1_sym_4_on_7_L_29,sym_4_mc_1,sym_4_on_7,L_29,dia,27.28,Excellent
2099,_sym_4_mc_1_sym_4_on_7_L_32,sym_4_mc_1,sym_4_on_7,L_32,dia,26.557,Excellent
2100,_sym_4_mc_1_sym_4_on_7_L_33,sym_4_mc_1,sym_4_on_7,L_33,dia,26.335,Excellent
2101,_sym_4_mc_1_sym_4_on_7_L_34,sym_4_mc_1,sym_4_on_7,L_34,dia,28.628,Excellent
2102,_sym_4_mc_1_sym_4_on_7_L_35,sym_4_mc_1,sym_4_on_7,L_35,dia,27.411,Excellent
2103,_sym_4_mc_1_sym_4_on_7_L_36,sym_4_mc_1,sym_4_on_7,L_36,dia,26.288,Excellent
2104,_sym_4_mc_1_sym_4_on_7_L_37,sym_4_mc_1,sym_4_on_7,L_37,dia,28.704,Excellent
2105,_sym_4_mc_1_sym_4_on_7_L_38,sym_4_mc_1,sym_4_on_7,L_38,dia,28.447,Excellent
2106,_sym_4_mc_1_sym_4_on_7_L_39,sym_4_mc_1,sym_4_on_7,L_39,dia,29.195,Excellent
2108,_sym_4_mc_1_sym_4_on_7_L_40,sym_4_mc_1,sym_4_on_7,L_40,dia,28.07,Excellent
2109,_sym_4_mc_1_sym_4_on_7_L_41,sym_4_mc_1,sym_4_on_7,L_41,dia,29.879,Excellent
2110,_sym_4_mc_1_sym_4_on_7_L_42,sym_4_mc_1,sym_4_on_7,L_42,dia,27.83,Excellent
2111,_sym_4_mc_1_sym_4_on_7_L_43,sym_4_mc_1,sym_4_on_7,L_43,dia,31.597,Excellent
2112,_sym_4_mc_1_sym_4_on_7_L_44,sym_4_mc_1,sym_4_on_7,L_44,dia,30.726,Excellent
2113,_sym_4_mc_1_sym_4_on_7_L_45,sym_4_mc_1,sym_4_on_7,L_45,dia,28.684,Excellent
2114,_sym_4_mc_1_sym_4_on_7_L_46,sym_4_mc_1,sym_4_on_7,L_46,dia,35.501,Excellent
2115,_sym_4_mc_1_sym_4_on_7_L_47,sym_4_mc_1,sym_4_on_7,L_47,dia,35.746,Excellent
2135,_sym_4_mc_1_sym_4_on_8_L_21,sym_4_mc_1,sym_4_on_8,L_21,dia,28.822,Excellent
2138,_sym_4_mc_1_sym_4_on_8_L_24,sym_4_mc_1,sym_4_on_8,L_24,dia,26.934,Excellent
2139,_sym_4_mc_1_sym_4_on_8_L_25,sym_4_mc_1,sym_4_on_8,L_25,dia,26.517,Excellent
2141,_sym_4_mc_1_sym_4_on_8_L_27,sym_4_mc_1,sym_4_on_8,L_27,dia,29.735,Excellent
2143,_sym_4_mc_1_sym_4_on_8_L_29,sym_4_mc_1,sym_4_on_8,L_29,dia,29.099,Excellent
2145,_sym_4_mc_1_sym_4_on_8_L_30,sym_4_mc_1,sym_4_on_8,L_30,dia,27.944,Excellent
2147,_sym_4_mc_1_sym_4_on_8_L_32,sym_4_mc_1,sym_4_on_8,L_32,dia,28.819,Excellent
2148,_sym_4_mc_1_sym_4_on_8_L_33,sym_4_mc_1,sym_4_on_8,L_33,dia,28.75,Excellent
2149,_sym_4_mc_1_sym_4_on_8_L_34,sym_4_mc_1,sym_4_on_8,L_34,dia,30.66,Excellent
2150,_sym_4_mc_1_sym_4_on_8_L_35,sym_4_mc_1,sym_4_on_8,L_35,dia,29.492,Excellent
2151,_sym_4_mc_1_sym_4_on_8_L_36,sym_4_mc_1,sym_4_on_8,L_36,dia,28.684,Excellent
2152,_sym_4_mc_1_sym_4_on_8_L_37,sym_4_mc_1,sym_4_on_8,L_37,dia,31.078,Excellent
2153,_sym_4_mc_1_sym_4_on_8_L_38,sym_4_mc_1,sym_4_on_8,L_38,dia,30.772,Excellent
2154,_sym_4_mc_1_sym_4_on_8_L_39,sym_4_mc_1,sym_4_on_8,L_39,dia,31.402,Excellent
2156,_sym_4_mc_1_sym_4_on_8_L_40,sym_4_mc_1,sym_4_on_8,L_40,dia,30.525,Excellent
2157,_sym_4_mc_1_sym_4_on_8_L_41,sym_4_mc_1,sym_4_on_8,L_41,dia,32.181,Excellent
2158,_sym_4_mc_1_sym_4_on_8_L_42,sym_4_mc_1,sym_4_on_8,L_42,dia,30.508,Excellent
2159,_sym_4_mc_1_sym_4_on_8_L_43,sym_4_mc_1,sym_4_on_8,L_43,dia,34.026,Excellent
2160,_sym_4_mc_1_sym_4_on_8_L_44,sym_4_mc_1,sym_4_on_8,L_44,dia,33.057,Excellent
2161,_sym_4_mc_1_sym_4_on_8_L_45,sym_4_mc_1,sym_4_on_8,L_45,dia,31.4,Excellent
2162,_sym_4_mc_1_sym_4_on_8_L_46,sym_4_mc_1,sym_4_on_8,L_46,dia,37.649,Excellent
2163,_sym_4_mc_1_sym_4_on_8_L_47,sym_4_mc_1,sym_4_on_8,L_47,dia,37.096,Excellent
2491,sym_4_mc_1_sym_8_mc_8_L_46,sym_4_mc_1,sym_8_mc_8,L_46,flu,27.379,Excellent
2492,sym_4_mc_1_sym_8_mc_8_L_47,sym_4_mc_1,sym_8_mc_8,L_47,flu,27.586,Excellent
3481,sym_4_mc_1_sym_16_mc_6_L_46,sym_4_mc_1,sym_16_mc_6,L_46,gar,27.253,Excellent
3482,sym_4_mc_1_sym_16_mc_6_L_47,sym_4_mc_1,sym_16_mc_6,L_47,gar,27.308,Excellent
4213,_sym_4_mc_1_sym_4_mc_1_L_19,sym_4_mc_1,sym_4_mc_1,L_19,lcs,26.031,Excellent
4215,_sym_4_mc_1_sym_4_mc_1_L_20,sym_4_mc_1,sym_4_mc_1,L_20,lcs,26.086,Excellent
4218,_sym_4_mc_1_sym_4_mc_1_L_23,sym_4_mc_1,sym_4_mc_1,L_23,lcs,26.868,Excellent
4219,_sym_4_mc_1_sym_4_mc_1_L_24,sym_4_mc_1,sym_4_mc_1,L_24,lcs,27.836,Excellent
4220,_sym_4_mc_1_sym_4_mc_1_L_25,sym_4_mc_1,sym_4_mc_1,L_25,lcs,27.379,Excellent
4221,_sym_4_mc_1_sym_4_mc_1_L_26,sym_4_mc_1,sym_4_mc_1,L_26,lcs,26.07,Excellent
4222,_sym_4_mc_1_sym_4_mc_1_L_27,sym_4_mc_1,sym_4_mc_1,L_27,lcs,30.067,Excellent
4223,_sym_4_mc_1_sym_4_mc_1_L_28,sym_4_mc_1,sym_4_mc_1,L_28,lcs,26.989,Excellent
4224,_sym_4_mc_1_sym_4_mc_1_L_29,sym_4_mc_1,sym_4_mc_1,L_29,lcs,30.152,Excellent
4226,_sym_4_mc_1_sym_4_mc_1_L_30,sym_4_mc_1,sym_4_mc_1,L_30,lcs,28.772,Excellent
4227,_sym_4_mc_1_sym_4_mc_1_L_31,sym_4_mc_1,sym_4_mc_1,L_31,lcs,26.881,Excellent
4228,_sym_4_mc_1_sym_4_mc_1_L_32,sym_4_mc_1,sym_4_mc_1,L_32,lcs,29.659,Excellent
4229,_sym_4_mc_1_sym_4_mc_1_L_33,sym_4_mc_1,sym_4_mc_1,L_33,lcs,29.639,Excellent
4230,_sym_4_mc_1_sym_4_mc_1_L_34,sym_4_mc_1,sym_4_mc_1,L_34,lcs,31.498,Excellent
4231,_sym_4_mc_1_sym_4_mc_1_L_35,sym_4_mc_1,sym_4_mc_1,L_35,lcs,30.494,Excellent
4232,_sym_4_mc_1_sym_4_mc_1_L_36,sym_4_mc_1,sym_4_mc_1,L_36,lcs,29.619,Excellent
4233,_sym_4_mc_1_sym_4_mc_1_L_37,sym_4_mc_1,sym_4_mc_1,L_37,lcs,31.463,Excellent
4234,_sym_4_mc_1_sym_4_mc_1_L_38,sym_4_mc_1,sym_4_mc_1,L_38,lcs,31.596,Excellent
4235,_sym_4_mc_1_sym_4_mc_1_L_39,sym_4_mc_1,sym_4_mc_1,L_39,lcs,32.25,Excellent
4237,_sym_4_mc_1_sym_4_mc_1_L_40,sym_4_mc_1,sym_4_mc_1,L_40,lcs,31.425,Excellent
4238,_sym_4_mc_1_sym_4_mc_1_L_41,sym_4_mc_1,sym_4_mc_1,L_41,lcs,33.002,Excellent
4239,_sym_4_mc_1_sym_4_mc_1_L_42,sym_4_mc_1,sym_4_mc_1,L_42,lcs,31.232,Excellent
4240,_sym_4_mc_1_sym_4_mc_1_L_43,sym_4_mc_1,sym_4_mc_1,L_43,lcs,35.087,Excellent
4241,_sym_4_mc_1_sym_4_mc_1_L_44,sym_4_mc_1,sym_4_mc_1,L_44,lcs,34.113,Excellent
4242,_sym_4_mc_1_sym_4_mc_1_L_45,sym_4_mc_1,sym_4_mc_1,L_45,lcs,32.678,Excellent
4243,_sym_4_mc_1_sym_4_mc_1_L_46,sym_4_mc_1,sym_4_mc_1,L_46,lcs,38.365,Excellent
4244,_sym_4_mc_1_sym_4_mc_1_L_47,sym_4_mc_1,sym_4_mc_1,L_47,lcs,37.884,Excellent
4276,_sym_4_mc_1_sym_4_on_14_L_37,sym_4_mc_1,sym_4_on_14,L_37,lcs,25.945,Excellent
4278,_sym_4_mc_1_sym_4_on_14_L_39,sym_4_mc_1,sym_4_on_14,L_39,lcs,26.161,Excellent
4281,_sym_4_mc_1_sym_4_on_14_L_41,sym_4_mc_1,sym_4_on_14,L_41,lcs,26.989,Excellent
4283,_sym_4_mc_1_sym_4_on_14_L_43,sym_4_mc_1,sym_4_on_14,L_43,lcs,28.538,Excellent
4284,_sym_4_mc_1_sym_4_on_14_L_44,sym_4_mc_1,sym_4_on_14,L_44,lcs,27.751,Excellent
4285,_sym_4_mc_1_sym_4_on_14_L_45,sym_4_mc_1,sym_4_on_14,L_45,lcs,25.976,Excellent
4286,_sym_4_mc_1_sym_4_on_14_L_46,sym_4_mc_1,sym_4_on_14,L_46,lcs,32.503,Excellent
4287,_sym_4_mc_1_sym_4_on_14_L_47,sym_4_mc_1,sym_4_on_14,L_47,lcs,32.629,Excellent
4328,_sym_4_mc_1_sym_4_on_6_L_41,sym_4_mc_1,sym_4_on_6,L_41,lcs,26.287,Excellent
4330,_sym_4_mc_1_sym_4_on_6_L_43,sym_4_mc_1,sym_4_on_6,L_43,lcs,27.988,Excellent
4331,_sym_4_mc_1_sym_4_on_6_L_44,sym_4_mc_1,sym_4_on_6,L_44,lcs,27.159,Excellent
4333,_sym_4_mc_1_sym_4_on_6_L_46,sym_4_mc_1,sym_4_on_6,L_46,lcs,31.81,Excellent
4334,_sym_4_mc_1_sym_4_on_6_L_47,sym_4_mc_1,sym_4_on_6,L_47,lcs,31.947,Excellent
4360,_sym_4_mc_1_sym_4_on_7_L_27,sym_4_mc_1,sym_4_on_7,L_27,lcs,26.177,Excellent
4368,_sym_4_mc_1_sym_4_on_7_L_34,sym_4_mc_1,sym_4_on_7,L_34,lcs,27.25,Excellent
4369,_sym_4_mc_1_sym_4_on_7_L_35,sym_4_mc_1,sym_4_on_7,L_35,lcs,26.113,Excellent
4371,_sym_4_mc_1_sym_4_on_7_L_37,sym_4_mc_1,sym_4_on_7,L_37,lcs,27.26,Excellent
4372,_sym_4_mc_1_sym_4_on_7_L_38,sym_4_mc_1,sym_4_on_7,L_38,lcs,26.967,Excellent
4373,_sym_4_mc_1_sym_4_on_7_L_39,sym_4_mc_1,sym_4_on_7,L_39,lcs,27.844,Excellent
4375,_sym_4_mc_1_sym_4_on_7_L_40,sym_4_mc_1,sym_4_on_7,L_40,lcs,27.077,Excellent
4376,_sym_4_mc_1_sym_4_on_7_L_41,sym_4_mc_1,sym_4_on_7,L_41,lcs,28.516,Excellent
4377,_sym_4_mc_1_sym_4_on_7_L_42,sym_4_mc_1,sym_4_on_7,L_42,lcs,26.297,Excellent
4378,_sym_4_mc_1_sym_4_on_7_L_43,sym_4_mc_1,sym_4_on_7,L_43,lcs,30.319,Excellent
4379,_sym_4_mc_1_sym_4_on_7_L_44,sym_4_mc_1,sym_4_on_7,L_44,lcs,29.397,Excellent
4380,_sym_4_mc_1_sym_4_on_7_L_45,sym_4_mc_1,sym_4_on_7,L_45,lcs,26.977,Excellent
4381,_sym_4_mc_1_sym_4_on_7_L_46,sym_4_mc_1,sym_4_on_7,L_46,lcs,34.043,Excellent
4382,_sym_4_mc_1_sym_4_on_7_L_47,sym_4_mc_1,sym_4_on_7,L_47,lcs,34.134,Excellent
